mapping_id,database_version,source_schema,source_table,itemid,source_label,clinical_variable,analysis_role,decision,rationale,reviewer,reviewed_on,evidence_reference,notes
LAB_XX_50883,MIMIC-IV 3.1,mimiciv_hosp,labevents,50883,"Bilirubin, Direct",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Direct; n_rows=0"
LAB_XX_50884,MIMIC-IV 3.1,mimiciv_hosp,labevents,50884,"Bilirubin, Indirect",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Indirect; n_rows=0"
LAB_XX_51568,MIMIC-IV 3.1,mimiciv_hosp,labevents,51568,"Bilirubin, Neonatal",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Neonatal; n_rows=0"
LAB_XX_51569,MIMIC-IV 3.1,mimiciv_hosp,labevents,51569,"Bilirubin, Neonatal, Direct",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Neonatal, Direct; n_rows=0"
LAB_XX_51570,MIMIC-IV 3.1,mimiciv_hosp,labevents,51570,"Bilirubin, Neonatal, Indirect",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Neonatal, Indirect; n_rows=0"
LAB_CAN_50885,MIMIC-IV 3.1,mimiciv_hosp,labevents,50885,"Bilirubin, Total",bilirubin,baseline_or_time_varying_covariate,include,Canonical MIMIC-IV blood lab for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B13; bucket=include_canonical_lab; family=Bilirubin, Total; n_rows=0"
LAB_DUP_53089,MIMIC-IV 3.1,mimiciv_hosp,labevents,53089,"Bilirubin, Total",bilirubin,baseline_or_time_varying_covariate,exclude,Non-canonical 3.1 blood duplicate; not pooled with 50813/50912/50885. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B14; bucket=hold_duplicate_blood_lab; family=Bilirubin, Total; n_rows=0"
LAB_XX_50838,MIMIC-IV 3.1,mimiciv_hosp,labevents,50838,"Bilirubin, Total, Ascites",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Total, Ascites; n_rows=0"
LAB_XX_51028,MIMIC-IV 3.1,mimiciv_hosp,labevents,51028,"Bilirubin, Total, Body Fluid",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Total, Body Fluid; n_rows=0"
LAB_XX_51783,MIMIC-IV 3.1,mimiciv_hosp,labevents,51783,"Bilirubin, Total, CSF",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Total, CSF; n_rows=0"
LAB_XX_51812,MIMIC-IV 3.1,mimiciv_hosp,labevents,51812,"Bilirubin, Total, Joint Fluid",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Total, Joint Fluid; n_rows=0"
LAB_XX_51049,MIMIC-IV 3.1,mimiciv_hosp,labevents,51049,"Bilirubin, Total, Pleural",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Total, Pleural; n_rows=0"
LAB_XX_51932,MIMIC-IV 3.1,mimiciv_hosp,labevents,51932,"Bilirubin, Total, Stool",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin, Total, Stool; n_rows=0"
LAB_CAN_50912,MIMIC-IV 3.1,mimiciv_hosp,labevents,50912,Creatinine,creatinine,baseline_or_time_varying_covariate,include,Canonical MIMIC-IV blood lab for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B13; bucket=include_canonical_lab; family=Creatinine; n_rows=0
LAB_DUP_52546,MIMIC-IV 3.1,mimiciv_hosp,labevents,52546,Creatinine,creatinine,baseline_or_time_varying_covariate,exclude,Non-canonical 3.1 blood duplicate; not pooled with 50813/50912/50885. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B14; bucket=hold_duplicate_blood_lab; family=Creatinine; n_rows=0
LAB_XX_51080,MIMIC-IV 3.1,mimiciv_hosp,labevents,51080,Creatinine Clearance,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Creatinine Clearance; n_rows=0
LAB_XX_50841,MIMIC-IV 3.1,mimiciv_hosp,labevents,50841,"Creatinine, Ascites",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Creatinine, Ascites; n_rows=0"
LAB_XX_51977,MIMIC-IV 3.1,mimiciv_hosp,labevents,51977,"Creatinine, Blood",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Creatinine, Blood; n_rows=0"
LAB_XX_51032,MIMIC-IV 3.1,mimiciv_hosp,labevents,51032,"Creatinine, Body Fluid",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Creatinine, Body Fluid; n_rows=0"
LAB_XX_51787,MIMIC-IV 3.1,mimiciv_hosp,labevents,51787,"Creatinine, CSF",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Creatinine, CSF; n_rows=0"
LAB_XX_51021,MIMIC-IV 3.1,mimiciv_hosp,labevents,51021,"Creatinine, Joint Fluid",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Creatinine, Joint Fluid; n_rows=0"
LAB_XX_51052,MIMIC-IV 3.1,mimiciv_hosp,labevents,51052,"Creatinine, Pleural",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Creatinine, Pleural; n_rows=0"
LAB_XX_51081,MIMIC-IV 3.1,mimiciv_hosp,labevents,51081,"Creatinine, Serum",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Creatinine, Serum; n_rows=0"
LAB_XX_51937,MIMIC-IV 3.1,mimiciv_hosp,labevents,51937,"Creatinine, Stool",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Creatinine, Stool; n_rows=0"
LAB_XX_51082,MIMIC-IV 3.1,mimiciv_hosp,labevents,51082,"Creatinine, Urine",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Creatinine, Urine; n_rows=0"
LAB_DUP_52024,MIMIC-IV 3.1,mimiciv_hosp,labevents,52024,"Creatinine, Whole Blood",creatinine,baseline_or_time_varying_covariate,exclude,Non-canonical 3.1 blood duplicate; not pooled with 50813/50912/50885. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B14; bucket=hold_duplicate_blood_lab; family=Creatinine, Whole Blood; n_rows=0"
LAB_XX_52105,MIMIC-IV 3.1,mimiciv_hosp,labevents,52105,Direct Antiplatelet Antibodies,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Direct Antiplatelet Antibodies; n_rows=0
LAB_CAN_50813,MIMIC-IV 3.1,mimiciv_hosp,labevents,50813,Lactate,lactate,baseline_or_time_varying_covariate,include,Canonical MIMIC-IV blood lab for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B13; bucket=include_canonical_lab; family=Lactate; n_rows=0
LAB_DUP_52442,MIMIC-IV 3.1,mimiciv_hosp,labevents,52442,Lactate,lactate,baseline_or_time_varying_covariate,exclude,Non-canonical 3.1 blood duplicate; not pooled with 50813/50912/50885. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B14; bucket=hold_duplicate_blood_lab; family=Lactate; n_rows=0
LAB_DUP_53154,MIMIC-IV 3.1,mimiciv_hosp,labevents,53154,Lactate,lactate,baseline_or_time_varying_covariate,exclude,Non-canonical 3.1 blood duplicate; not pooled with 50813/50912/50885. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B14; bucket=hold_duplicate_blood_lab; family=Lactate; n_rows=0
LAB_XX_50954,MIMIC-IV 3.1,mimiciv_hosp,labevents,50954,Lactate Dehydrogenase (LD),out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Lactate Dehydrogenase (LD); n_rows=0
LAB_XX_50843,MIMIC-IV 3.1,mimiciv_hosp,labevents,50843,"Lactate Dehydrogenase, Ascites",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Lactate Dehydrogenase, Ascites; n_rows=0"
LAB_XX_51795,MIMIC-IV 3.1,mimiciv_hosp,labevents,51795,"Lactate Dehydrogenase, CSF",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Lactate Dehydrogenase, CSF; n_rows=0"
LAB_XX_51054,MIMIC-IV 3.1,mimiciv_hosp,labevents,51054,"Lactate Dehydrogenase, Pleural",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Lactate Dehydrogenase, Pleural; n_rows=0"
LAB_XX_51944,MIMIC-IV 3.1,mimiciv_hosp,labevents,51944,"Lactate Dehydrogenase, Stool",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Lactate Dehydrogenase, Stool; n_rows=0"
LAB_XX_51240,MIMIC-IV 3.1,mimiciv_hosp,labevents,51240,Large Platelets,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Large Platelets; n_rows=0
LAB_XX_52142,MIMIC-IV 3.1,mimiciv_hosp,labevents,52142,Mean Platelet Volume,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Mean Platelet Volume; n_rows=0
LAB_XX_52159,MIMIC-IV 3.1,mimiciv_hosp,labevents,52159,Platelet Aggregation,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Platelet Aggregation; n_rows=0
LAB_XX_51264,MIMIC-IV 3.1,mimiciv_hosp,labevents,51264,Platelet Clumps,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Platelet Clumps; n_rows=0
LAB_XX_53189,MIMIC-IV 3.1,mimiciv_hosp,labevents,53189,Platelet Count,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Platelet Count; n_rows=0
LAB_XX_51266,MIMIC-IV 3.1,mimiciv_hosp,labevents,51266,Platelet Smear,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Platelet Smear; n_rows=0
LAB_XX_51099,MIMIC-IV 3.1,mimiciv_hosp,labevents,51099,Protein/Creatinine Ratio,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Protein/Creatinine Ratio; n_rows=0
LAB_XX_51897,MIMIC-IV 3.1,mimiciv_hosp,labevents,51897,Surfactant/Albumin,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Surfactant/Albumin; n_rows=0
LAB_XX_52000,MIMIC-IV 3.1,mimiciv_hosp,labevents,52000,Urine  Creatinine,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Urine  Creatinine; n_rows=0
LAB_XX_51106,MIMIC-IV 3.1,mimiciv_hosp,labevents,51106,Urine Creatinine,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Urine Creatinine; n_rows=0
LAB_XX_51755,MIMIC-IV 3.1,mimiciv_hosp,labevents,51755,White Blood Cells,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=White Blood Cells; n_rows=0
LAB_XX_51756,MIMIC-IV 3.1,mimiciv_hosp,labevents,51756,White Blood Cells,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=White Blood Cells; n_rows=0
EN_SIP_227977,MIMIC-IV 3.1,mimiciv_icu,inputevents,227977,Boost Glucose Control (1/2),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Boost Glucose Control; n_rows=17; author_instructed_grok_tiebreak
EN_SIP_227976,MIMIC-IV 3.1,mimiciv_icu,inputevents,227976,Boost Glucose Control (1/4),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Boost Glucose Control; n_rows=1; author_instructed_grok_tiebreak
EN_SIP_227978,MIMIC-IV 3.1,mimiciv_icu,inputevents,227978,Boost Glucose Control (3/4),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Boost Glucose Control; n_rows=11; author_instructed_grok_tiebreak
